internal_payment_id,merchant_order_id,occurred_at,gross_amount,currency,payment_status,payment_method,synthetic_customer_reference
SYNTH-INT-000316,SYNTH-ORDER-000316,2026-01-08T23:31:24Z,546.1,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000316
SYNTH-INT-000317,SYNTH-ORDER-000317,2026-01-09T02:11:21Z,2347.63,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000317
SYNTH-INT-000318,SYNTH-ORDER-000318,2026-01-10T04:02:37Z,1255.42,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000318
SYNTH-INT-000319,SYNTH-ORDER-000319,2026-01-11T06:29:21Z,553.93,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000319
SYNTH-INT-000320,SYNTH-ORDER-000320,2026-01-12T08:12:01Z,1160.74,EUR,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000320
SYNTH-INT-000321,SYNTH-ORDER-000321,2026-01-13T10:34:15Z,760.18,GBP,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000321
SYNTH-INT-000322,SYNTH-ORDER-000322,2026-01-14T13:18:23Z,1000.52,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000322
SYNTH-INT-000323,SYNTH-ORDER-000323,2026-01-01T15:28:57Z,1784.64,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000323
SYNTH-INT-000324,SYNTH-ORDER-000324,2026-01-02T17:13:55Z,422.05,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000324
SYNTH-INT-000325,SYNTH-ORDER-000325,2026-01-03T19:34:53Z,569.9,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000325
SYNTH-INT-000326,SYNTH-ORDER-000326,2026-01-04T21:07:47Z,36.31,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000326
SYNTH-INT-000327,SYNTH-ORDER-000327,2026-01-05T23:33:42Z,2139.86,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000327
SYNTH-INT-000328,SYNTH-ORDER-000328,2026-01-06T02:26:00Z,837.2,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000328
SYNTH-INT-000329,SYNTH-ORDER-000329,2026-01-07T04:13:45Z,509.77,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000329
SYNTH-INT-000330,SYNTH-ORDER-000330,2026-01-08T06:12:48Z,333.41,EUR,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000330
SYNTH-INT-000331,SYNTH-ORDER-000331,2026-01-09T08:32:04Z,2439.62,GBP,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000331
SYNTH-INT-000332,SYNTH-ORDER-000332,2026-01-10T10:58:53Z,793.48,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000332
SYNTH-INT-000333,SYNTH-ORDER-000333,2026-01-11T12:36:03Z,31.31,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000333
SYNTH-INT-000334,SYNTH-ORDER-000334,2026-01-12T14:59:23Z,2479.28,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000334
SYNTH-INT-000335,SYNTH-ORDER-000335,2026-01-13T17:41:35Z,1717.52,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000335
SYNTH-INT-000336,SYNTH-ORDER-000336,2026-01-14T19:47:09Z,529.86,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000336
SYNTH-INT-000337,SYNTH-ORDER-000337,2026-01-01T22:03:29Z,210.19,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000337
SYNTH-INT-000338,SYNTH-ORDER-000338,2026-01-02T00:14:26Z,1658.46,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000338
SYNTH-INT-000339,SYNTH-ORDER-000339,2026-01-03T01:50:24Z,1884.4,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000339
SYNTH-INT-000340,SYNTH-ORDER-000340,2026-01-04T03:55:58Z,2051.55,EUR,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000340
SYNTH-INT-000341,SYNTH-ORDER-000341,2026-01-05T06:25:19Z,100.91,GBP,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000341
SYNTH-INT-000342,SYNTH-ORDER-000342,2026-01-06T08:37:42Z,165.67,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000342
SYNTH-INT-000343,SYNTH-ORDER-000343,2026-01-07T11:14:37Z,1425.43,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000343
SYNTH-INT-000344,SYNTH-ORDER-000344,2026-01-08T13:35:59Z,841.15,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000344
SYNTH-INT-000345,SYNTH-ORDER-000345,2026-01-09T15:32:23Z,2098.44,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000345
SYNTH-INT-000346,SYNTH-ORDER-000346,2026-01-10T17:52:38Z,614.94,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000346
SYNTH-INT-000347,SYNTH-ORDER-000347,2026-01-11T19:52:20Z,745.64,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000347
SYNTH-INT-000348,SYNTH-ORDER-000348,2026-01-12T21:48:49Z,514.31,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000348
SYNTH-INT-000349,SYNTH-ORDER-000349,2026-01-13T00:29:45Z,1913.19,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000349
SYNTH-INT-000350,SYNTH-ORDER-000350,2026-01-14T02:16:18Z,2107.51,EUR,REFUNDED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000350
SYNTH-INT-000351,SYNTH-ORDER-000351,2026-01-01T04:10:49Z,2406.64,GBP,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000351
SYNTH-INT-000352,SYNTH-ORDER-000352,2026-01-02T06:36:08Z,2119.72,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000352
SYNTH-INT-000353,SYNTH-ORDER-000353,2026-01-03T09:29:47Z,874.64,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000353
SYNTH-INT-000354,SYNTH-ORDER-000354,2026-01-04T10:53:52Z,513.55,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000354
SYNTH-INT-000355,SYNTH-ORDER-000355,2026-01-05T13:42:21Z,2481.96,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000355
SYNTH-INT-000356,SYNTH-ORDER-000356,2026-01-06T15:33:11Z,351.15,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000356
SYNTH-INT-000357,SYNTH-ORDER-000357,2026-01-07T17:42:13Z,1680.45,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000357
SYNTH-INT-000358,SYNTH-ORDER-000358,2026-01-08T20:18:56Z,1514.28,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000358
SYNTH-INT-000359,SYNTH-ORDER-000359,2026-01-09T22:02:41Z,536.98,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000359
SYNTH-INT-000360,SYNTH-ORDER-000360,2026-01-10T00:08:04Z,2425.82,EUR,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000360
SYNTH-INT-000361,SYNTH-ORDER-000361,2026-01-11T02:49:11Z,858.24,GBP,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000361
SYNTH-INT-000362,SYNTH-ORDER-000362,2026-01-12T04:25:58Z,1046.23,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000362
SYNTH-INT-000363,SYNTH-ORDER-000363,2026-01-13T07:08:21Z,71.31,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000363
SYNTH-INT-000364,SYNTH-ORDER-000364,2026-01-14T09:16:50Z,221.4,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000364
SYNTH-INT-000365,SYNTH-ORDER-000365,2026-01-01T11:46:28Z,1852.59,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000365
SYNTH-INT-000366,SYNTH-ORDER-000366,2026-01-02T13:19:49Z,307.03,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000366
SYNTH-INT-000367,SYNTH-ORDER-000367,2026-01-03T16:08:49Z,1279.97,USD,PARTIALLY_REFUNDED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000367
SYNTH-INT-000368,SYNTH-ORDER-000368,2026-01-04T18:22:27Z,1354.32,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000368
SYNTH-INT-000369,SYNTH-ORDER-000369,2026-01-05T19:45:12Z,1064.79,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000369
SYNTH-INT-000370,SYNTH-ORDER-000370,2026-01-06T22:17:09Z,347.85,EUR,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000370
SYNTH-INT-000371,SYNTH-ORDER-000371,2026-01-07T00:54:11Z,236.0,GBP,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000371
SYNTH-INT-000372,SYNTH-ORDER-000372,2026-01-08T02:45:24Z,1615.31,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000372
SYNTH-INT-000373,SYNTH-ORDER-000373,2026-01-09T04:34:57Z,2307.9,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000373
SYNTH-INT-000374,SYNTH-ORDER-000374,2026-01-10T06:52:30Z,1852.64,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000374
SYNTH-INT-000375,SYNTH-ORDER-000375,2026-01-11T08:56:07Z,1994.5,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000375
SYNTH-INT-000376,SYNTH-ORDER-000376,2026-01-12T11:20:09Z,1197.72,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000376
SYNTH-INT-000377,SYNTH-ORDER-000377,2026-01-13T13:47:28Z,1794.02,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000377
SYNTH-INT-000378,SYNTH-ORDER-000378,2026-01-14T15:42:04Z,2300.46,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000378
SYNTH-INT-000379,SYNTH-ORDER-000379,2026-01-01T18:00:12Z,771.88,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000379
SYNTH-INT-000380,SYNTH-ORDER-000380,2026-01-02T20:00:53Z,69.66,EUR,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000380
SYNTH-INT-000381,SYNTH-ORDER-000381,2026-01-03T22:46:33Z,837.41,GBP,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000381
SYNTH-INT-000382,SYNTH-ORDER-000382,2026-01-04T01:07:32Z,1695.16,USD,PARTIALLY_REFUNDED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000382
SYNTH-INT-000383,SYNTH-ORDER-000383,2026-01-05T03:15:49Z,2305.9,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000383
SYNTH-INT-000384,SYNTH-ORDER-000384,2026-01-06T04:56:06Z,2390.87,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000384
SYNTH-INT-000385,SYNTH-ORDER-000385,2026-01-07T07:18:25Z,1039.07,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000385
SYNTH-INT-000386,SYNTH-ORDER-000386,2026-01-08T09:48:22Z,276.97,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000386
SYNTH-INT-000387,SYNTH-ORDER-000387,2026-01-09T11:22:05Z,2373.16,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000387
SYNTH-INT-000388,SYNTH-ORDER-000388,2026-01-10T14:06:15Z,1141.77,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000388
SYNTH-INT-000389,SYNTH-ORDER-000389,2026-01-11T16:09:47Z,1995.24,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000389
SYNTH-INT-000390,SYNTH-ORDER-000390,2026-01-12T17:54:20Z,533.07,EUR,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000390
SYNTH-INT-000391,SYNTH-ORDER-000391,2026-01-13T20:11:55Z,804.62,GBP,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000391
SYNTH-INT-000392,SYNTH-ORDER-000392,2026-01-14T23:08:31Z,1488.85,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000392
SYNTH-INT-000393,SYNTH-ORDER-000393,2026-01-01T00:47:42Z,498.35,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000393
SYNTH-INT-000394,SYNTH-ORDER-000394,2026-01-02T03:05:07Z,1055.67,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000394
SYNTH-INT-000395,SYNTH-ORDER-000395,2026-01-03T05:16:12Z,2364.77,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000395
SYNTH-INT-000396,SYNTH-ORDER-000396,2026-01-04T07:07:05Z,1056.45,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000396
SYNTH-INT-000396,SYNTH-ORDER-000396,2026-01-04T07:07:05Z,1056.45,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000396
SYNTH-INT-000397,SYNTH-ORDER-000397,2026-01-05T10:16:08Z,20.72,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000397
SYNTH-INT-000398,SYNTH-ORDER-000398,2026-01-06T11:49:17Z,1134.61,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000398
SYNTH-INT-000399,SYNTH-ORDER-000399,2026-01-07T14:27:52Z,1377.91,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000399
SYNTH-INT-000400,SYNTH-ORDER-000400,2026-01-08T16:41:00Z,84.97,EUR,PARTIALLY_REFUNDED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000400
SYNTH-INT-000401,SYNTH-ORDER-000401,2026-01-09T18:42:08Z,842.79,GBP,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000401
SYNTH-INT-000402,SYNTH-ORDER-000402,2026-01-10T20:42:04Z,1265.61,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000402
SYNTH-INT-000403,SYNTH-ORDER-000403,2026-01-11T22:58:26Z,908.71,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000403
SYNTH-INT-000404,SYNTH-ORDER-000404,2026-01-12T01:04:50Z,2174.16,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000404
SYNTH-INT-000405,SYNTH-ORDER-000405,2026-01-13T03:11:47Z,768.12,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000405
SYNTH-INT-000406,SYNTH-ORDER-000406,2026-01-14T05:19:33Z,48.65,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000406
SYNTH-INT-000407,SYNTH-ORDER-000407,2026-01-01T07:20:38Z,1830.48,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000407
SYNTH-INT-000408,SYNTH-ORDER-000408,2026-01-02T09:29:17Z,2431.43,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000408
SYNTH-INT-000409,SYNTH-ORDER-000409,2026-01-03T12:05:47Z,317.68,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000409
SYNTH-INT-000410,SYNTH-ORDER-000410,2026-01-04T14:03:33Z,611.23,EUR,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000410
SYNTH-INT-000411,SYNTH-ORDER-000411,2026-01-05T16:47:16Z,805.49,GBP,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000411
SYNTH-INT-000412,SYNTH-ORDER-000412,2026-01-06T19:16:40Z,773.75,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000412
SYNTH-INT-000413,SYNTH-ORDER-000413,2026-01-07T20:55:33Z,1027.02,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000413
SYNTH-INT-000414,SYNTH-ORDER-000414,2026-01-08T22:56:37Z,454.34,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000414
SYNTH-INT-000415,SYNTH-ORDER-000415,2026-01-09T00:54:53Z,1572.78,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000415
SYNTH-INT-000416,SYNTH-ORDER-000416,2026-01-10T03:19:08Z,157.3,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000416
SYNTH-INT-000417,SYNTH-ORDER-000417,2026-01-11T06:05:06Z,1890.06,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000417
SYNTH-INT-000418,SYNTH-ORDER-000418,2026-01-12T07:30:44Z,2138.48,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000418
SYNTH-INT-000419,SYNTH-ORDER-000419,2026-01-13T09:55:26Z,1578.53,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000419
SYNTH-INT-000420,SYNTH-ORDER-000420,2026-01-14T12:16:42Z,937.27,EUR,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000420
SYNTH-INT-000421,SYNTH-ORDER-000421,2026-01-01T14:14:39Z,595.5,GBP,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000421
SYNTH-INT-000422,SYNTH-ORDER-000422,2026-01-02T16:47:03Z,1001.59,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000422
SYNTH-INT-000423,SYNTH-ORDER-000423,2026-01-03T18:51:30Z,395.55,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000423
SYNTH-INT-000424,SYNTH-ORDER-000424,2026-01-04T20:46:14Z,1404.64,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000424
SYNTH-INT-000425,SYNTH-ORDER-000425,2026-01-05T23:18:38Z,2033.45,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000425
SYNTH-INT-000426,SYNTH-ORDER-000426,2026-01-06T01:33:08Z,1717.99,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000426
SYNTH-INT-000427,SYNTH-ORDER-000427,2026-01-07T03:36:15Z,1222.37,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000427
SYNTH-INT-000428,SYNTH-ORDER-000428,2026-01-08T06:27:09Z,921.96,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000428
SYNTH-INT-000429,SYNTH-ORDER-000429,2026-01-09T07:41:24Z,1991.44,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000429
SYNTH-INT-000430,SYNTH-ORDER-000430,2026-01-10T10:34:46Z,1821.97,EUR,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000430
SYNTH-INT-000431,SYNTH-ORDER-000431,2026-01-11T12:54:47Z,1218.07,GBP,PARTIALLY_REFUNDED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000431
SYNTH-INT-000432,SYNTH-ORDER-000432,2026-01-12T15:12:33Z,19.22,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000432
SYNTH-INT-000433,SYNTH-ORDER-000433,2026-01-13T17:19:08Z,566.23,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000433
SYNTH-INT-000434,SYNTH-ORDER-000434,2026-01-14T19:34:19Z,1576.75,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000434
SYNTH-INT-000435,SYNTH-ORDER-000435,2026-01-01T21:51:24Z,1642.79,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000435
SYNTH-INT-000436,SYNTH-ORDER-000436,2026-01-02T23:24:13Z,1600.98,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000436
SYNTH-INT-000437,SYNTH-ORDER-000437,2026-01-03T01:59:22Z,1925.14,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000437
SYNTH-INT-000438,SYNTH-ORDER-000438,2026-01-04T03:51:41Z,2374.63,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000438
SYNTH-INT-000439,SYNTH-ORDER-000439,2026-01-05T06:14:39Z,822.81,USD,REFUNDED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000439
SYNTH-INT-000440,SYNTH-ORDER-000440,2026-01-06T08:33:35Z,1814.6,EUR,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000440
SYNTH-INT-000441,SYNTH-ORDER-000441,2026-01-07T10:45:20Z,1656.51,GBP,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000441
SYNTH-INT-000442,SYNTH-ORDER-000442,2026-01-08T12:41:26Z,1449.6,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000442
SYNTH-INT-000443,SYNTH-ORDER-000443,2026-01-09T14:37:42Z,574.2,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000443
SYNTH-INT-000444,SYNTH-ORDER-000444,2026-01-10T17:23:40Z,808.18,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000444
SYNTH-INT-000445,SYNTH-ORDER-000445,2026-01-11T19:50:51Z,884.84,USD,PARTIALLY_REFUNDED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000445
SYNTH-INT-000446,SYNTH-ORDER-000446,2026-01-12T21:19:36Z,1112.86,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000446
SYNTH-INT-000447,SYNTH-ORDER-000447,2026-01-13T23:22:28Z,556.37,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000447
SYNTH-INT-000448,SYNTH-ORDER-000448,2026-01-14T01:33:30Z,900.24,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000448
SYNTH-INT-000449,SYNTH-ORDER-000449,2026-01-01T04:39:36Z,1858.89,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000449
SYNTH-INT-000450,SYNTH-ORDER-000450,2026-01-02T06:37:11Z,1273.35,EUR,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000450
SYNTH-INT-000451,SYNTH-ORDER-000451,2026-01-03T08:07:41Z,2247.93,GBP,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000451
SYNTH-INT-000452,SYNTH-ORDER-000452,2026-01-04T10:19:04Z,1470.58,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000452
SYNTH-INT-000453,SYNTH-ORDER-000453,2026-01-05T13:01:25Z,1029.44,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000453
SYNTH-INT-000454,SYNTH-ORDER-000454,2026-01-06T15:23:45Z,2163.97,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000454
SYNTH-INT-000455,SYNTH-ORDER-000455,2026-01-07T17:36:07Z,2090.86,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000455
SYNTH-INT-000456,SYNTH-ORDER-000456,2026-01-08T19:34:14Z,2498.21,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000456
SYNTH-INT-000457,SYNTH-ORDER-000457,2026-01-09T22:05:21Z,182.84,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000457
SYNTH-INT-000458,SYNTH-ORDER-000458,2026-01-10T00:20:45Z,1488.52,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000458
SYNTH-INT-000459,SYNTH-ORDER-000459,2026-01-11T02:10:46Z,2153.53,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000459
SYNTH-INT-000460,SYNTH-ORDER-000460,2026-01-12T04:04:48Z,1421.68,EUR,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000460
SYNTH-INT-000461,SYNTH-ORDER-000461,2026-01-13T06:26:27Z,1306.41,GBP,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000461
SYNTH-INT-000462,SYNTH-ORDER-000462,2026-01-14T08:33:28Z,304.59,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000462
SYNTH-INT-000463,SYNTH-ORDER-000463,2026-01-01T10:46:04Z,2167.57,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000463
SYNTH-INT-000464,SYNTH-ORDER-000464,2026-01-02T13:08:49Z,306.08,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000464
SYNTH-INT-000465,SYNTH-ORDER-000465,2026-01-03T15:22:22Z,809.07,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000465
SYNTH-INT-000466,SYNTH-ORDER-000466,2026-01-04T17:17:50Z,2138.76,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000466
SYNTH-INT-000467,SYNTH-ORDER-000467,2026-01-05T20:08:29Z,313.99,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000467
SYNTH-INT-000468,SYNTH-ORDER-000468,2026-01-06T21:28:21Z,1823.14,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000468
SYNTH-INT-000469,SYNTH-ORDER-000469,2026-01-07T00:30:24Z,722.27,USD,REFUNDED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000469
SYNTH-INT-000470,SYNTH-ORDER-000470,2026-01-08T02:03:44Z,363.72,EUR,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000470
SYNTH-INT-000471,SYNTH-ORDER-000471,2026-01-09T04:52:19Z,2499.05,GBP,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-000471
SYNTH-INT-000472,SYNTH-ORDER-000472,2026-01-10T06:54:30Z,1134.32,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-000472
SYNTH-INT-000473,SYNTH-ORDER-000473,2026-01-11T08:42:59Z,597.31,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-000473
