processor_transaction_id,merchant_order_id,processor_event_type,processor_event_time,gross_amount,fee_amount,net_amount,currency,settlement_batch_id,processor_status
SYNTH-PROC-000273,SYNTH-ORDER-000273,CAPTURE,2026-01-07T00:58:27Z,586.64,17.31,569.33,USD,SYNTH-BATCH-USD-2026-01-09-0000,SETTLED
SYNTH-PROC-000273-ALTERNATE,SYNTH-ORDER-000273,CAPTURE,2026-01-07T00:59:27Z,586.64,17.31,569.33,USD,SYNTH-BATCH-USD-2026-01-09-0000,SETTLED
SYNTH-PROC-000274,SYNTH-ORDER-000274,CAPTURE,2026-01-08T03:37:51Z,870.35,25.54,844.81,USD,SYNTH-BATCH-USD-2026-01-10-0000,SETTLED
SYNTH-PROC-000275,SYNTH-ORDER-000275,CAPTURE,2026-01-09T05:53:33Z,1388.97,40.58,1348.39,USD,SYNTH-BATCH-USD-2026-01-11-0000,SETTLED
SYNTH-PROC-000276,SYNTH-ORDER-000276,CAPTURE,2026-01-10T07:29:54Z,936.66,27.46,909.2,USD,SYNTH-BATCH-USD-2026-01-12-0000,SETTLED
SYNTH-PROC-000277,SYNTH-ORDER-000277,CAPTURE,2026-01-11T10:02:57Z,1732.21,50.53,1681.68,USD,SYNTH-BATCH-USD-2026-01-13-0000,SETTLED
SYNTH-PROC-000278,SYNTH-ORDER-000278,CAPTURE,2026-01-12T12:12:09Z,1770.82,51.65,1719.17,USD,SYNTH-BATCH-USD-2026-01-14-0000,SETTLED
SYNTH-PROC-000279,SYNTH-ORDER-000279,CAPTURE,2026-01-13T14:51:42Z,1558.99,45.51,1513.48,USD,SYNTH-BATCH-USD-2026-01-15-0000,SETTLED
SYNTH-PROC-000280,SYNTH-ORDER-000280,CAPTURE,2026-01-14T16:20:42Z,959.99,28.14,931.85,EUR,SYNTH-BATCH-AMOUNT-BREAK-000280,SETTLED
SYNTH-PROC-000281,SYNTH-ORDER-000281,CAPTURE,2026-01-01T18:21:25Z,537.38,15.88,521.5,GBP,SYNTH-BATCH-GBP-2026-01-03-0000,SETTLED
SYNTH-PROC-000282,SYNTH-ORDER-000282,CAPTURE,2026-01-02T21:13:33Z,1372.70,40.11,1332.59,USD,SYNTH-BATCH-BANK-CURRENCY-000282,SETTLED
SYNTH-PROC-000283,SYNTH-ORDER-000283,CAPTURE,2026-01-03T23:26:41Z,782.74,23.0,759.74,USD,SYNTH-BATCH-USD-2026-01-05-0000,SETTLED
SYNTH-PROC-000284,SYNTH-ORDER-000284,CAPTURE,2026-01-04T01:01:23Z,2256.85,65.75,2191.1,USD,SYNTH-BATCH-USD-2026-01-06-0000,SETTLED
SYNTH-PROC-000285,SYNTH-ORDER-000285,CAPTURE,2026-01-05T03:46:47Z,2248.00,65.49,2182.51,USD,SYNTH-BATCH-USD-2026-01-07-0000,SETTLED
SYNTH-PROC-000285-ALTERNATE,SYNTH-ORDER-000285,CAPTURE,2026-01-05T03:47:47Z,2248.00,65.49,2182.51,USD,SYNTH-BATCH-USD-2026-01-07-0000,SETTLED
SYNTH-PROC-000286,SYNTH-ORDER-000286,CAPTURE,2026-01-06T05:18:23Z,1855.63,54.11,1801.52,USD,SYNTH-BATCH-USD-2026-01-08-0000,SETTLED
SYNTH-PROC-000287,SYNTH-ORDER-000287,CAPTURE,2026-01-07T08:23:16Z,821.57,24.13,797.44,USD,SYNTH-BATCH-USD-2026-01-09-0000,SETTLED
SYNTH-PROC-000288,SYNTH-ORDER-000288,CAPTURE,2026-01-08T10:15:54Z,1377.95,40.26,1337.69,USD,SYNTH-BATCH-USD-2026-01-10-0000,SETTLED
SYNTH-PROC-000289,SYNTH-ORDER-000289,CAPTURE,2026-01-09T12:01:06Z,1166.75,34.14,1132.61,USD,SYNTH-BATCH-USD-2026-01-11-0000,SETTLED
SYNTH-PROC-000290,SYNTH-ORDER-000290,CAPTURE,2026-01-10T14:28:59Z,263.57,7.94,255.63,EUR,SYNTH-BATCH-EUR-2026-01-12-0000,SETTLED
SYNTH-PROC-000291,SYNTH-ORDER-000291,CAPTURE,2026-01-11T16:43:34Z,574.00,16.95,557.05,GBP,SYNTH-BATCH-GBP-2026-01-13-0000,SETTLED
SYNTH-PROC-000292,SYNTH-ORDER-000292,CAPTURE,2026-01-12T19:23:17Z,385.78,11.49,374.29,USD,SYNTH-BATCH-USD-2026-01-14-0000,SETTLED
SYNTH-PROC-000293,SYNTH-ORDER-000293,CAPTURE,2026-01-13T21:40:19Z,640.36,18.87,621.49,USD,SYNTH-BATCH-USD-2026-01-15-0000,SETTLED
SYNTH-PROC-000294,SYNTH-ORDER-000294,CAPTURE,2026-01-14T23:16:05Z,1855.44,54.11,1801.33,USD,SYNTH-BATCH-USD-2026-01-16-0000,SETTLED
SYNTH-PROC-000295,SYNTH-ORDER-000295,CAPTURE,2026-01-01T01:13:36Z,2282.78,66.5,2216.28,USD,SYNTH-BATCH-USD-2026-01-03-0000,SETTLED
SYNTH-PROC-000295-REFUND,SYNTH-ORDER-000295,REFUND,2026-01-02T01:03:36Z,-2282.78,0.0,-2282.78,USD,SYNTH-BATCH-REFUND-000295,SETTLED
SYNTH-PROC-000296,SYNTH-ORDER-000296,CAPTURE,2026-01-02T03:28:18Z,1518.35,44.33,1474.02,USD,SYNTH-BATCH-USD-2026-01-04-0000,SETTLED
SYNTH-PROC-000297,SYNTH-ORDER-000297,CAPTURE,2026-01-03T05:41:34Z,719.23,21.16,698.07,USD,SYNTH-BATCH-USD-2026-01-05-0000,SETTLED
SYNTH-PROC-000298,SYNTH-ORDER-000298,CAPTURE,2026-01-04T07:48:25Z,701.11,20.63,680.48,USD,SYNTH-BATCH-USD-2026-01-06-0000,SETTLED
SYNTH-PROC-000299,SYNTH-ORDER-000299,CAPTURE,2026-01-05T10:15:35Z,1865.59,54.4,1811.19,USD,SYNTH-BATCH-USD-2026-01-07-0000,SETTLED
SYNTH-PROC-000300,SYNTH-ORDER-000300,CAPTURE,2026-01-06T12:12:58Z,1508.09,44.03,1464.06,EUR,SYNTH-BATCH-EUR-2026-01-08-0000,SETTLED
SYNTH-PROC-000301,SYNTH-ORDER-000301,CAPTURE,2026-01-07T15:13:04Z,1259.09,36.81,1222.28,GBP,SYNTH-BATCH-GBP-2026-01-09-0000,SETTLED
SYNTH-PROC-000301,SYNTH-ORDER-000301,CAPTURE,2026-01-07T15:13:04Z,1259.09,36.81,1222.28,GBP,SYNTH-BATCH-GBP-2026-01-09-0000,SETTLED
SYNTH-PROC-000302,SYNTH-ORDER-000302,CAPTURE,2026-01-08T17:27:31Z,2178.96,63.49,2115.47,USD,SYNTH-BATCH-USD-2026-01-10-0000,SETTLED
SYNTH-PROC-000303,SYNTH-ORDER-000303,CAPTURE,2026-01-09T19:20:41Z,2325.39,67.74,2257.65,USD,SYNTH-BATCH-USD-2026-01-11-0000,SETTLED
SYNTH-PROC-000303,SYNTH-ORDER-000303,CAPTURE,2026-01-09T19:20:41Z,2325.39,67.74,2257.65,USD,SYNTH-BATCH-USD-2026-01-11-0000,SETTLED
SYNTH-PROC-000304,SYNTH-ORDER-000304,CAPTURE,2026-01-10T21:30:49Z,7.53,0.52,7.01,USD,SYNTH-BATCH-AMOUNT-BREAK-000304,SETTLED
SYNTH-PROC-000305,SYNTH-ORDER-000305,CAPTURE,2026-01-11T23:43:03Z,1952.91,56.93,1895.98,USD,SYNTH-BATCH-USD-2026-01-13-0000,SETTLED
SYNTH-PROC-000306,SYNTH-ORDER-000306,CAPTURE,2026-01-12T01:33:25Z,2013.20,58.68,1954.52,USD,SYNTH-BATCH-USD-2026-01-14-0000,SETTLED
SYNTH-PROC-000307,SYNTH-ORDER-000307,CAPTURE,2026-01-13T04:08:00Z,2323.16,67.67,2255.49,USD,SYNTH-BATCH-USD-2026-01-15-0000,SETTLED
SYNTH-PROC-000308,SYNTH-ORDER-000308,CAPTURE,2026-01-14T06:25:36Z,1433.41,41.87,1391.54,USD,SYNTH-BATCH-USD-2026-01-16-0000,SETTLED
SYNTH-PROC-000309,SYNTH-ORDER-000309,CAPTURE,2026-01-01T08:15:14Z,262.84,7.92,254.92,USD,SYNTH-BATCH-USD-2026-01-03-0000,SETTLED
SYNTH-PROC-000310,SYNTH-ORDER-000310,CAPTURE,2026-01-02T10:44:46Z,1000.11,29.3,970.81,EUR,SYNTH-BATCH-EUR-2026-01-04-0000,SETTLED
SYNTH-PROC-000311,SYNTH-ORDER-000311,CAPTURE,2026-01-03T12:19:46Z,1122.82,32.86,1089.96,GBP,SYNTH-BATCH-GBP-2026-01-05-0000,SETTLED
SYNTH-PROC-000312,SYNTH-ORDER-000312,CAPTURE,2026-01-04T15:04:30Z,786.97,23.12,763.85,USD,SYNTH-BATCH-USD-2026-01-06-0000,SETTLED
SYNTH-PROC-000313,SYNTH-ORDER-000313,CAPTURE,2026-01-05T16:53:38Z,1774.51,51.76,1722.75,USD,SYNTH-BATCH-USD-2026-01-07-0000,SETTLED
SYNTH-PROC-000314,SYNTH-ORDER-000314,CAPTURE,2026-01-06T19:28:14Z,1851.28,53.99,1797.29,USD,SYNTH-BATCH-USD-2026-01-08-0000,SETTLED
SYNTH-PROC-000315,SYNTH-ORDER-000315,CAPTURE,2026-01-07T21:38:33Z,2499.60,72.79,2426.81,USD,SYNTH-BATCH-USD-2026-01-09-0000,SETTLED
SYNTH-PROC-000316,SYNTH-ORDER-000316,CAPTURE,2026-01-08T23:41:24Z,546.10,16.14,529.96,USD,SYNTH-BATCH-MISSING-000316,SETTLED
SYNTH-PROC-000317,SYNTH-ORDER-000317,CAPTURE,2026-01-09T02:21:21Z,2347.63,68.38,2279.25,USD,SYNTH-BATCH-USD-2026-01-11-0000,SETTLED
SYNTH-PROC-000318,SYNTH-ORDER-000318,CAPTURE,2026-01-10T04:12:37Z,1255.42,36.71,1218.71,USD,SYNTH-BATCH-USD-2026-01-12-0000,SETTLED
SYNTH-PROC-000319,SYNTH-ORDER-000319,CAPTURE,2026-01-11T06:39:21Z,553.93,16.36,537.57,USD,SYNTH-BATCH-USD-2026-01-13-0000,SETTLED
SYNTH-PROC-000320,SYNTH-ORDER-000320,CAPTURE,2026-01-12T08:22:01Z,1160.74,33.96,1126.78,EUR,SYNTH-BATCH-EUR-2026-01-14-0000,SETTLED
SYNTH-PROC-000321,SYNTH-ORDER-000321,CAPTURE,2026-01-13T10:44:15Z,760.18,22.35,737.83,GBP,SYNTH-BATCH-GBP-2026-01-15-0000,SETTLED
SYNTH-PROC-000322,SYNTH-ORDER-000322,CAPTURE,2026-01-14T13:28:23Z,1000.52,29.32,971.2,USD,SYNTH-BATCH-USD-2026-01-16-0000,SETTLED
SYNTH-PROC-000323,SYNTH-ORDER-000323,CAPTURE,2026-01-01T15:38:57Z,1784.64,52.05,1732.59,USD,SYNTH-BATCH-USD-2026-01-03-0000,SETTLED
SYNTH-PROC-000324,SYNTH-ORDER-000324,CAPTURE,2026-01-02T17:23:55Z,422.05,12.54,409.51,USD,SYNTH-BATCH-USD-2026-01-04-0000,SETTLED
SYNTH-PROC-000325,SYNTH-ORDER-000325,CAPTURE,2026-01-03T19:44:53Z,569.90,16.83,553.07,USD,SYNTH-BATCH-USD-2026-01-05-0000,SETTLED
SYNTH-PROC-000326,SYNTH-ORDER-000326,CAPTURE,2026-01-04T21:17:47Z,36.31,1.35,34.96,USD,SYNTH-BATCH-USD-2026-01-06-0000,SETTLED
SYNTH-PROC-000327,SYNTH-ORDER-000327,CAPTURE,2026-01-05T23:43:42Z,2139.86,62.36,2077.5,USD,SYNTH-BATCH-USD-2026-01-07-0000,SETTLED
SYNTH-PROC-000328,SYNTH-ORDER-000328,CAPTURE,2026-01-06T02:36:00Z,837.20,24.58,812.62,USD,SYNTH-BATCH-USD-2026-01-08-0000,SETTLED
SYNTH-PROC-000329,SYNTH-ORDER-000329,CAPTURE,2026-01-07T04:23:45Z,509.77,15.08,494.69,USD,SYNTH-BATCH-USD-2026-01-09-0000,SETTLED
SYNTH-PROC-000330,SYNTH-ORDER-000330,CAPTURE,2026-01-08T06:22:48Z,333.41,9.97,323.44,EUR,SYNTH-BATCH-EUR-2026-01-10-0000,SETTLED
SYNTH-PROC-000331,SYNTH-ORDER-000331,CAPTURE,2026-01-09T08:42:04Z,2439.62,71.05,2368.57,GBP,SYNTH-BATCH-DUPLICATE-000331,SETTLED
SYNTH-PROC-000332,SYNTH-ORDER-000332,CAPTURE,2026-01-10T11:08:53Z,793.48,23.31,770.17,USD,SYNTH-BATCH-USD-2026-01-12-0000,SETTLED
SYNTH-PROC-000333,SYNTH-ORDER-000333,CAPTURE,2026-01-11T12:46:03Z,31.31,1.21,30.1,USD,SYNTH-BATCH-USD-2026-01-13-0000,SETTLED
SYNTH-PROC-000334,SYNTH-ORDER-000334,CAPTURE,2026-01-12T15:09:23Z,2480.39,72.23,2408.16,USD,SYNTH-BATCH-USD-2026-01-14-0000,SETTLED
SYNTH-PROC-000336,SYNTH-ORDER-000336,CAPTURE,2026-01-14T19:57:09Z,529.86,15.67,514.19,USD,SYNTH-BATCH-USD-2026-01-16-0000,SETTLED
SYNTH-PROC-000337,SYNTH-ORDER-000337,CAPTURE,2026-01-01T22:13:29Z,211.30,6.43,204.87,USD,SYNTH-BATCH-USD-2026-01-03-0000,SETTLED
SYNTH-PROC-000338,SYNTH-ORDER-000338,CAPTURE,2026-01-02T00:24:26Z,1658.46,48.4,1610.06,USD,SYNTH-BATCH-USD-2026-01-04-0000,SETTLED
SYNTH-PROC-000339,SYNTH-ORDER-000339,CAPTURE,2026-01-03T02:00:24Z,1884.40,54.95,1829.45,USD,SYNTH-BATCH-USD-2026-01-05-0000,SETTLED
SYNTH-PROC-000340,SYNTH-ORDER-000340,CAPTURE,2026-01-04T04:05:58Z,2051.55,59.79,1991.76,EUR,SYNTH-BATCH-EUR-2026-01-06-0000,SETTLED
SYNTH-PROC-000341,SYNTH-ORDER-000341,CAPTURE,2026-01-05T06:35:19Z,100.91,3.23,97.68,GBP,SYNTH-BATCH-DUPLICATE-000341,SETTLED
SYNTH-PROC-000342,SYNTH-ORDER-000342,CAPTURE,2026-01-06T08:47:42Z,165.67,5.1,160.57,USD,SYNTH-BATCH-USD-2026-01-08-0000,SETTLED
SYNTH-PROC-000343,SYNTH-ORDER-000343,CAPTURE,2026-01-07T11:24:37Z,1425.43,41.64,1383.79,USD,SYNTH-BATCH-USD-2026-01-09-0000,SETTLED
SYNTH-PROC-000344,SYNTH-ORDER-000344,CAPTURE,2026-01-08T13:45:59Z,841.15,24.69,816.46,USD,SYNTH-BATCH-USD-2026-01-10-0000,SETTLED
SYNTH-PROC-000345,SYNTH-ORDER-000345,CAPTURE,2026-01-09T15:42:23Z,2098.44,61.15,2037.29,USD,SYNTH-BATCH-USD-2026-01-11-0000,SETTLED
SYNTH-PROC-000346,SYNTH-ORDER-000346,CAPTURE,2026-01-10T18:02:38Z,614.94,18.13,596.81,USD,SYNTH-BATCH-USD-2026-01-12-0000,SETTLED
SYNTH-PROC-000347,SYNTH-ORDER-000347,CAPTURE,2026-01-11T20:02:20Z,745.64,21.92,723.72,USD,SYNTH-BATCH-USD-2026-01-13-0000,SETTLED
SYNTH-PROC-000348,SYNTH-ORDER-000348,CAPTURE,2026-01-12T21:58:49Z,514.31,15.58,498.73,USD,SYNTH-BATCH-USD-2026-01-14-0000,SETTLED
SYNTH-PROC-000349,SYNTH-ORDER-000349,CAPTURE,2026-01-13T00:39:45Z,1913.19,55.78,1857.41,USD,SYNTH-BATCH-USD-2026-01-15-0000,SETTLED
SYNTH-PROC-000350,SYNTH-ORDER-000350,CAPTURE,2026-01-14T02:26:18Z,2107.51,61.42,2046.09,EUR,SYNTH-BATCH-EUR-2026-01-16-0000,SETTLED
SYNTH-PROC-000350-REFUND,SYNTH-ORDER-000350,REFUND,2026-01-15T02:16:18Z,-2107.51,0.0,-2107.51,EUR,SYNTH-BATCH-REFUND-000350,SETTLED
SYNTH-PROC-000351,SYNTH-ORDER-000351,CAPTURE,2026-01-01T04:20:49Z,2406.64,70.09,2336.55,GBP,SYNTH-BATCH-GBP-2026-01-03-0001,SETTLED
SYNTH-PROC-000352,SYNTH-ORDER-000352,CAPTURE,2026-01-02T06:46:08Z,2119.72,61.77,2057.95,USD,SYNTH-BATCH-USD-2026-01-04-0001,SETTLED
SYNTH-PROC-000353,SYNTH-ORDER-000353,CAPTURE,2026-01-03T09:39:47Z,874.64,25.66,848.98,USD,SYNTH-BATCH-USD-2026-01-05-0001,SETTLED
SYNTH-PROC-000354,SYNTH-ORDER-000354,CAPTURE,2026-01-04T11:03:52Z,513.55,15.19,498.36,USD,SYNTH-BATCH-USD-2026-01-06-0001,SETTLED
SYNTH-PROC-000355,SYNTH-ORDER-000355,CAPTURE,2026-01-05T13:52:21Z,2481.96,72.28,2409.68,USD,SYNTH-BATCH-USD-2026-01-07-0001,SETTLED
SYNTH-PROC-000356,SYNTH-ORDER-000356,CAPTURE,2026-01-06T15:43:11Z,351.15,10.48,340.67,USD,SYNTH-BATCH-USD-2026-01-08-0001,SETTLED
SYNTH-PROC-000357,SYNTH-ORDER-000357,CAPTURE,2026-01-07T17:52:13Z,1680.45,49.03,1631.42,USD,SYNTH-BATCH-USD-2026-01-09-0001,SETTLED
SYNTH-PROC-000358,SYNTH-ORDER-000358,CAPTURE,2026-01-08T20:28:56Z,1514.28,44.21,1470.07,USD,SYNTH-BATCH-USD-2026-01-10-0001,SETTLED
SYNTH-PROC-000359,SYNTH-ORDER-000359,CAPTURE,2026-01-09T22:12:41Z,536.98,15.87,521.11,USD,SYNTH-BATCH-USD-2026-01-11-0001,SETTLED
SYNTH-PROC-000360,SYNTH-ORDER-000360,CAPTURE,2026-01-10T00:18:04Z,2425.82,70.65,2355.17,EUR,SYNTH-BATCH-EUR-2026-01-12-0001,SETTLED
SYNTH-PROC-000361,SYNTH-ORDER-000361,CAPTURE,2026-01-11T02:59:11Z,858.24,25.19,833.05,GBP,SYNTH-BATCH-GBP-2026-01-13-0001,SETTLED
SYNTH-PROC-000362,SYNTH-ORDER-000362,CAPTURE,2026-01-12T04:35:58Z,1046.23,30.64,1015.59,USD,SYNTH-BATCH-MISSING-000362,SETTLED
SYNTH-PROC-000363,SYNTH-ORDER-000363,CAPTURE,2026-01-13T07:18:21Z,71.31,2.37,68.94,USD,SYNTH-BATCH-USD-2026-01-15-0001,SETTLED
SYNTH-PROC-000364,SYNTH-ORDER-000364,CAPTURE,2026-01-14T09:26:50Z,221.40,6.72,214.68,USD,SYNTH-BATCH-USD-2026-01-16-0001,SETTLED
SYNTH-PROC-000365,SYNTH-ORDER-000365,CAPTURE,2026-01-01T11:56:28Z,1852.59,54.03,1798.56,USD,SYNTH-BATCH-USD-2026-01-03-0001,SETTLED
SYNTH-PROC-000366,SYNTH-ORDER-000366,CAPTURE,2026-01-02T13:29:49Z,307.03,9.2,297.83,USD,SYNTH-BATCH-USD-2026-01-04-0001,SETTLED
SYNTH-PROC-000367,SYNTH-ORDER-000367,CAPTURE,2026-01-03T16:18:49Z,1279.97,37.42,1242.55,USD,SYNTH-BATCH-USD-2026-01-05-0001,SETTLED
SYNTH-PROC-000367-REFUND,SYNTH-ORDER-000367,REFUND,2026-01-04T16:08:49Z,-639.99,0.0,-639.99,USD,SYNTH-BATCH-REFUND-000367,SETTLED
SYNTH-PROC-000368,SYNTH-ORDER-000368,CAPTURE,2026-01-04T18:32:27Z,1354.32,39.58,1314.74,USD,SYNTH-BATCH-USD-2026-01-06-0001,SETTLED
SYNTH-PROC-000369,SYNTH-ORDER-000369,CAPTURE,2026-01-05T19:55:12Z,1064.79,31.18,1033.61,USD,SYNTH-BATCH-USD-2026-01-07-0001,SETTLED
SYNTH-PROC-000370,SYNTH-ORDER-000370,CAPTURE,2026-01-06T22:27:09Z,347.85,10.39,337.46,EUR,SYNTH-BATCH-EUR-2026-01-08-0001,SETTLED
SYNTH-PROC-000371,SYNTH-ORDER-000371,CAPTURE,2026-01-07T01:04:11Z,236.00,7.14,228.86,GBP,SYNTH-BATCH-GBP-2026-01-09-0001,SETTLED
SYNTH-PROC-000372,SYNTH-ORDER-000372,CAPTURE,2026-01-08T02:55:24Z,1615.31,47.14,1568.17,USD,SYNTH-BATCH-USD-2026-01-10-0001,SETTLED
SYNTH-PROC-000373,SYNTH-ORDER-000373,CAPTURE,2026-01-09T04:44:57Z,2307.90,67.23,2240.67,USD,SYNTH-BATCH-USD-2026-01-11-0001,SETTLED
SYNTH-PROC-000374,SYNTH-ORDER-000374,CAPTURE,2026-01-10T07:02:30Z,1852.64,54.03,1798.61,USD,SYNTH-BATCH-AMOUNT-BREAK-000374,SETTLED
SYNTH-PROC-000375,SYNTH-ORDER-000375,CAPTURE,2026-01-11T09:06:07Z,1994.50,58.14,1936.36,USD,SYNTH-BATCH-USD-2026-01-13-0001,SETTLED
SYNTH-PROC-000376,SYNTH-ORDER-000376,CAPTURE,2026-01-12T11:30:09Z,1197.72,35.03,1162.69,USD,SYNTH-BATCH-LATE-000376,SETTLED
SYNTH-PROC-000377,SYNTH-ORDER-000377,CAPTURE,2026-01-13T13:57:28Z,1794.02,52.33,1741.69,USD,SYNTH-BATCH-USD-2026-01-15-0001,SETTLED
SYNTH-PROC-000378,SYNTH-ORDER-000378,CAPTURE,2026-01-14T15:52:04Z,2300.46,67.01,2233.45,EUR,SYNTH-BATCH-CURRENCY-000378,SETTLED
SYNTH-PROC-000379,SYNTH-ORDER-000379,CAPTURE,2026-01-01T18:10:12Z,771.88,22.68,749.2,USD,SYNTH-BATCH-USD-2026-01-03-0001,SETTLED
SYNTH-PROC-000380,SYNTH-ORDER-000380,CAPTURE,2026-01-02T20:10:53Z,69.66,2.32,67.34,EUR,SYNTH-BATCH-EUR-2026-01-04-0001,SETTLED
SYNTH-PROC-000381,SYNTH-ORDER-000381,CAPTURE,2026-01-03T22:56:33Z,837.41,24.58,812.83,GBP,SYNTH-BATCH-GBP-2026-01-05-0001,SETTLED
SYNTH-PROC-000382,SYNTH-ORDER-000382,CAPTURE,2026-01-04T01:17:32Z,1695.16,49.46,1645.7,USD,SYNTH-BATCH-USD-2026-01-06-0001,SETTLED
SYNTH-PROC-000382-REFUND,SYNTH-ORDER-000382,REFUND,2026-01-05T01:07:32Z,-847.58,0.0,-847.58,USD,SYNTH-BATCH-REFUND-000382,SETTLED
SYNTH-PROC-000383,SYNTH-ORDER-000383,CAPTURE,2026-01-05T03:25:49Z,2305.90,67.17,2238.73,USD,SYNTH-BATCH-USD-2026-01-07-0001,SETTLED
SYNTH-PROC-000384,SYNTH-ORDER-000384,CAPTURE,2026-01-06T05:06:06Z,2390.87,69.64,2321.23,USD,SYNTH-BATCH-USD-2026-01-08-0001,SETTLED
SYNTH-PROC-000385,SYNTH-ORDER-000385,CAPTURE,2026-01-07T07:28:25Z,1039.07,30.43,1008.64,USD,SYNTH-BATCH-USD-2026-01-09-0001,SETTLED
SYNTH-PROC-000386,SYNTH-ORDER-000386,CAPTURE,2026-01-08T09:58:22Z,276.97,8.33,268.64,USD,SYNTH-BATCH-USD-2026-01-10-0001,SETTLED
SYNTH-PROC-000387,SYNTH-ORDER-000387,CAPTURE,2026-01-09T11:32:05Z,2373.16,69.12,2304.04,USD,SYNTH-BATCH-USD-2026-01-11-0001,SETTLED
SYNTH-PROC-000388,SYNTH-ORDER-000388,CAPTURE,2026-01-10T14:16:15Z,1141.77,33.41,1108.36,USD,SYNTH-BATCH-USD-2026-01-12-0001,SETTLED
SYNTH-PROC-000389,SYNTH-ORDER-000389,CAPTURE,2026-01-11T16:19:47Z,1995.24,58.16,1937.08,USD,SYNTH-BATCH-USD-2026-01-13-0001,SETTLED
SYNTH-PROC-000390,SYNTH-ORDER-000390,CAPTURE,2026-01-12T18:04:20Z,533.07,15.76,517.31,EUR,SYNTH-BATCH-EUR-2026-01-14-0001,SETTLED
SYNTH-PROC-000391,SYNTH-ORDER-000391,CAPTURE,2026-01-13T20:21:55Z,805.73,23.67,782.06,GBP,SYNTH-BATCH-GBP-2026-01-15-0001,SETTLED
SYNTH-PROC-000392,SYNTH-ORDER-000392,CAPTURE,2026-01-14T23:18:31Z,1488.85,43.48,1445.37,USD,SYNTH-BATCH-USD-2026-01-16-0001,SETTLED
SYNTH-PROC-000393,SYNTH-ORDER-000393,CAPTURE,2026-01-01T00:57:42Z,498.35,14.75,483.6,USD,SYNTH-BATCH-USD-2026-01-03-0001,SETTLED
SYNTH-PROC-000394,SYNTH-ORDER-000394,CAPTURE,2026-01-02T03:15:07Z,1055.67,30.91,1024.76,USD,SYNTH-BATCH-USD-2026-01-04-0001,SETTLED
SYNTH-PROC-000395,SYNTH-ORDER-000395,CAPTURE,2026-01-03T05:26:12Z,2364.77,68.88,2295.89,USD,SYNTH-BATCH-USD-2026-01-05-0001,SETTLED
SYNTH-PROC-000396,SYNTH-ORDER-000396,CAPTURE,2026-01-04T07:17:05Z,1056.45,30.94,1025.51,USD,SYNTH-BATCH-USD-2026-01-06-0001,SETTLED
SYNTH-PROC-000397,SYNTH-ORDER-000397,CAPTURE,2026-01-05T10:26:08Z,20.72,0.9,19.82,USD,SYNTH-BATCH-USD-2026-01-07-0001,SETTLED
SYNTH-PROC-000398,SYNTH-ORDER-000398,CAPTURE,2026-01-06T11:59:17Z,1134.61,33.2,1101.41,USD,SYNTH-BATCH-USD-2026-01-08-0001,SETTLED
SYNTH-PROC-000399,SYNTH-ORDER-000399,CAPTURE,2026-01-07T14:37:52Z,1377.91,40.26,1337.65,USD,SYNTH-BATCH-USD-2026-01-09-0001,SETTLED
SYNTH-PROC-000400,SYNTH-ORDER-000400,CAPTURE,2026-01-08T16:51:00Z,84.97,2.76,82.21,EUR,SYNTH-BATCH-EUR-2026-01-10-0001,SETTLED
SYNTH-PROC-000400-REFUND,SYNTH-ORDER-000400,REFUND,2026-01-09T16:41:00Z,-42.49,0.0,-42.49,EUR,SYNTH-BATCH-REFUND-000400,SETTLED
SYNTH-PROC-000401,SYNTH-ORDER-000401,CAPTURE,2026-01-09T18:52:08Z,842.79,24.74,818.05,GBP,SYNTH-BATCH-GBP-2026-01-11-0001,SETTLED
SYNTH-PROC-000402,SYNTH-ORDER-000402,CAPTURE,2026-01-10T20:52:04Z,1265.61,37.0,1228.61,USD,SYNTH-BATCH-USD-2026-01-12-0001,SETTLED
SYNTH-PROC-000403,SYNTH-ORDER-000403,CAPTURE,2026-01-11T23:08:26Z,908.71,26.65,882.06,USD,SYNTH-BATCH-USD-2026-01-13-0001,SETTLED
SYNTH-PROC-000404,SYNTH-ORDER-000404,CAPTURE,2026-01-12T01:14:50Z,2174.16,63.35,2110.81,USD,SYNTH-BATCH-USD-2026-01-14-0001,SETTLED
SYNTH-PROC-000405,SYNTH-ORDER-000405,CAPTURE,2026-01-13T03:21:47Z,768.12,22.58,745.54,USD,SYNTH-BATCH-USD-2026-01-15-0001,SETTLED
SYNTH-PROC-000406,SYNTH-ORDER-000406,CAPTURE,2026-01-14T05:29:33Z,48.65,1.71,46.94,USD,SYNTH-BATCH-USD-2026-01-16-0001,SETTLED
SYNTH-PROC-000407,SYNTH-ORDER-000407,CAPTURE,2026-01-01T07:30:38Z,1830.48,53.38,1777.1,USD,SYNTH-BATCH-BANK-CURRENCY-000407,SETTLED
SYNTH-PROC-000408,SYNTH-ORDER-000408,CAPTURE,2026-01-02T09:39:17Z,2431.43,70.81,2360.62,USD,SYNTH-BATCH-USD-2026-01-04-0001,SETTLED
SYNTH-PROC-000409,SYNTH-ORDER-000409,CAPTURE,2026-01-03T12:15:47Z,317.68,9.51,308.17,USD,SYNTH-BATCH-USD-2026-01-05-0001,SETTLED
